Student Number;school;year;Class;sex;Birth Date;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;P1;P2;P3
680;GP;2018;DSI/BD/BD;M;26/10/2005;U;GT3;T;4;4;health;services;home;mother;1;2;0;no;yes;yes;no;no;yes;yes;no;5;4;2;3;4;5;0;16;5;10
681;GP;2018;DSI/BD/BD;M;04/01/2005;U;GT3;T;4;4;services;services;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;1;1;1;5;2;6;20;1
682;GP;2018;DSI/BD/BD;M;29/09/2005;R;GT3;T;4;3;teacher;at_home;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;4;5;2;1;1;5;0;9;16;9
683;GP;2018;DSI/BD/BD;M;05/12/2005;U;LE3;T;3;3;other;other;course;mother;1;2;0;no;no;no;yes;no;yes;yes;no;5;3;2;1;1;2;0;13;2;1
684;GP;2018;DSI/BD/BD;M;23/09/2004;U;GT3;T;3;2;other;other;home;mother;1;1;0;no;yes;no;no;no;yes;yes;no;5;4;3;1;1;5;4;6;1;8
685;GP;2018;DSI/BD/BD;F;20/12/2005;U;GT3;T;2;3;other;other;other;father;2;1;0;no;yes;no;yes;yes;yes;no;no;3;5;1;1;1;5;4;2;4;20
686;GP;2018;DSI/BD/BD;M;09/01/2005;U;LE3;T;4;3;teacher;services;home;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;4;3;1;1;4;0;8;19;5
687;GP;2018;DSI/BD/BD;M;08/07/2004;R;GT3;A;4;4;other;teacher;reputation;mother;2;3;0;no;yes;no;yes;yes;yes;yes;yes;2;4;3;1;1;5;4;7;20;20
688;GP;2018;DSI/BD/BD;F;30/12/2005;R;GT3;T;3;4;services;health;course;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;5;2;9;10;4
689;GP;2018;DSI/BD/BD;F;03/02/2005;R;GT3;T;2;2;at_home;other;reputation;mother;1;1;0;yes;yes;no;yes;yes;yes;no;no;4;3;1;1;1;2;8;20;20;6
690;GP;2018;DSI/BD/BD;F;22/04/2004;U;LE3;T;2;2;other;other;home;mother;2;2;0;no;yes;no;yes;no;yes;yes;yes;3;3;3;1;2;3;16;12;19;13
691;GP;2018;DSI/BD/BD;M;13/05/2005;U;LE3;T;4;4;teacher;other;home;other;1;1;0;no;yes;no;no;no;yes;yes;yes;5;4;3;2;4;5;8;6;13;16
692;GP;2018;DSI/BD/BD;M;19/03/2005;U;GT3;T;4;4;services;teacher;course;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;5;0;10;18;12
693;GP;2018;DSI/BD/BD;M;14/02/2005;U;GT3;T;2;2;services;services;course;father;1;1;0;yes;yes;no;no;yes;yes;yes;no;5;4;1;1;1;1;0;20;13;11
694;GP;2018;DSI/BD/BD;F;24/10/2004;U;LE3;T;2;2;other;at_home;course;father;2;2;1;yes;no;no;yes;yes;yes;yes;no;4;3;3;2;2;5;14;11;9;4
695;GP;2018;DSI/BD/BD;F;08/09/2005;U;LE3;A;4;3;other;other;course;mother;1;2;0;yes;yes;yes;yes;yes;yes;yes;yes;5;2;2;1;1;5;4;3;3;16
696;GP;2018;DSI/BD/BD;F;05/05/2004;U;LE3;A;3;3;other;services;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;2;3;5;1;4;3;6;10;10;6
697;GP;2018;DSI/BD/BD;M;10/04/2004;U;GT3;T;4;3;health;services;reputation;mother;1;4;0;no;no;no;yes;yes;yes;yes;no;4;2;2;1;1;2;2;15;19;17
698;GP;2018;DSI/BD/BD;M;05/09/2005;U;GT3;T;4;2;teacher;other;home;mother;1;2;0;no;yes;no;no;yes;yes;no;no;4;3;3;2;2;5;4;16;5;16
699;GP;2018;DSI/BD/BD;F;20/01/2005;U;GT3;T;4;4;services;teacher;other;father;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;4;4;1;1;3;2;6;17;19
700;GP;2018;DSI/BD/BD;F;20/10/2004;U;LE3;T;2;2;services;services;course;mother;3;2;0;no;yes;no;no;yes;yes;yes;no;4;3;3;2;3;4;0;5;19;9
701;GP;2018;DSI/BD/BD;F;12/10/2005;U;LE3;T;4;2;health;other;other;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;5;0;15;10;18
702;GP;2018;DSI/BD/BD;M;24/01/2005;U;LE3;A;4;2;health;health;other;father;2;1;0;no;no;no;no;yes;yes;no;no;5;5;5;3;4;5;4;1;20;19
703;GP;2018;DSI/BD/BD;F;07/04/2005;U;GT3;T;4;4;services;services;course;mother;1;1;0;yes;yes;no;no;yes;yes;yes;no;3;3;4;2;3;5;0;13;11;14
704;GP;2018;DSI/BD/BD;F;08/01/2005;U;LE3;A;3;3;other;other;other;mother;1;1;0;no;no;no;no;yes;yes;yes;no;5;3;4;4;4;1;0;18;14;20
705;GP;2018;DSI/BD/BD;F;10/04/2004;U;GT3;A;2;1;other;other;other;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;3;4;1;1;2;2;1;3;10
706;GP;2018;DSI/BD/BD;F;17/08/2005;U;GT3;A;4;3;services;services;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;1;0;9;7;15
707;GP;2018;DSI/BD/BD;M;29/07/2005;U;GT3;T;4;4;teacher;health;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;no;no;3;2;2;1;1;5;8;15;16;9
708;GP;2018;DSI/BD/BD;M;28/02/2005;U;LE3;T;1;2;other;at_home;home;father;1;2;0;yes;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;5;0;15;12;1
709;GP;2018;DSI/BD/BD;F;17/03/2004;U;GT3;T;4;2;services;other;course;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;2;3;1;1;5;2;7;10;16
710;GP;2018;DSI/BD/BD;F;27/08/2004;R;GT3;T;4;4;health;teacher;other;mother;1;2;0;no;yes;no;yes;yes;yes;no;no;2;4;4;2;3;4;0;2;15;12
711;GP;2018;DSI/BD/BD;F;17/11/2004;U;GT3;T;1;1;services;services;course;father;4;1;0;yes;yes;no;yes;no;yes;yes;yes;5;5;5;5;5;5;0;20;5;9
712;GP;2018;DSI/BD/BD;F;22/09/2004;U;LE3;T;1;2;other;services;reputation;father;1;2;0;yes;no;no;yes;yes;yes;yes;no;4;4;3;1;1;1;0;4;16;17
713;GP;2018;DSI/BD/BD;F;07/02/2004;U;GT3;T;4;3;teacher;health;home;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;3;4;4;2;4;4;0;14;16;5
714;GP;2018;DSI/BD/BD;F;26/07/2005;U;LE3;T;4;3;services;services;reputation;father;1;2;0;yes;no;no;yes;yes;yes;yes;yes;4;4;4;2;4;2;0;12;4;2
715;GP;2018;DSI/BD/BD;F;18/03/2004;U;LE3;T;4;3;teacher;services;course;mother;3;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;3;1;2;1;2;19;3;18
716;GP;2018;DSI/BD/BD;M;17/07/2005;U;GT3;A;4;4;other;services;reputation;mother;1;4;0;no;yes;no;yes;no;yes;yes;yes;1;3;3;5;5;3;0;12;10;3
717;GP;2018;DSI/BD/BD;F;21/01/2004;U;GT3;T;3;1;services;other;course;mother;1;4;0;yes;yes;no;no;yes;yes;yes;no;4;3;3;1;2;5;0;19;9;7
718;GP;2018;DSI/BD/BD;F;04/10/2005;R;LE3;T;2;2;health;services;reputation;mother;2;2;0;yes;yes;no;no;yes;yes;yes;no;4;1;3;1;3;4;0;4;17;18
719;GP;2018;DSI/BD/BD;F;11/09/2005;R;LE3;T;3;1;other;other;reputation;father;2;4;0;no;yes;no;no;no;yes;yes;no;4;4;2;2;3;3;6;1;11;8
720;GP;2018;DSI/BD/BD;M;07/06/2004;U;GT3;T;3;1;other;other;reputation;father;2;4;0;no;yes;no;no;yes;yes;yes;no;4;3;2;1;1;5;2;10;8;18
721;GP;2018;DSI/BD/BD;M;12/02/2005;U;GT3;T;4;2;other;other;course;mother;1;4;0;no;no;no;no;yes;yes;yes;no;3;3;3;1;1;3;0;12;5;9
722;GP;2018;DSI/BD/BD;F;12/01/2005;R;GT3;T;1;1;other;other;reputation;mother;1;2;0;yes;yes;no;no;no;yes;yes;yes;3;3;4;2;4;5;2;16;15;18
723;GP;2018;DSI/BD/BD;M;28/10/2004;U;GT3;T;3;1;other;other;reputation;mother;1;1;0;no;no;no;yes;yes;yes;no;no;5;3;2;2;2;5;0;10;17;19
724;GP;2018;DSI/BD/BD;F;29/08/2004;U;GT3;T;3;3;other;services;home;mother;1;2;0;yes;yes;no;yes;yes;yes;yes;no;4;3;3;2;4;5;4;11;20;14
725;GP;2018;DSI/BD/BD;M;05/08/2005;U;GT3;T;4;3;teacher;other;home;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;2;3;5;0;15;10;19
726;GP;2018;DSI/BD/BD;M;07/11/2005;U;GT3;T;4;0;teacher;other;course;mother;2;4;0;no;no;no;yes;yes;yes;yes;no;3;4;3;1;1;1;0;20;20;19
727;GP;2018;DSI/BD/BD;F;31/07/2004;U;GT3;T;2;2;other;other;reputation;mother;1;4;0;no;no;no;no;yes;yes;yes;yes;5;2;3;1;3;3;1;6;6;2
728;GP;2018;DSI/BD/BD;M;04/09/2003;U;GT3;T;2;1;other;other;home;mother;2;1;3;yes;yes;no;yes;yes;no;yes;no;4;5;1;1;1;3;0;10;12;12
729;GP;2018;DSI/BD/BD;F;07/03/2004;U;GT3;T;3;4;at_home;other;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;2;4;3;1;2;3;14;6;13;20
730;GP;2018;DSI/BD/BD;M;10/05/2005;U;GT3;T;2;3;other;services;course;father;1;1;0;yes;yes;no;yes;no;yes;yes;yes;3;2;2;1;3;3;0;8;1;1
731;GP;2018;DSI/BD/BD;M;27/07/2005;U;GT3;T;2;3;other;other;home;mother;1;3;0;yes;no;no;no;no;yes;yes;no;5;3;2;1;2;5;2;14;7;18
732;GP;2018;DSI/BD/BD;F;01/09/2005;U;LE3;T;3;2;services;other;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;4;4;1;1;5;4;12;6;7
733;GP;2018;DSI/BD/BD;M;01/02/2005;U;LE3;T;2;2;services;services;home;mother;2;2;0;no;no;yes;yes;yes;yes;yes;no;5;3;3;1;3;4;2;11;16;9
734;GP;2018;DSI/BD/BD;F;09/07/2005;U;GT3;T;1;1;other;other;home;father;1;2;0;no;yes;no;yes;no;yes;yes;no;4;3;2;2;3;4;2;6;15;7
735;GP;2018;DSI/BD/BD;F;16/11/2005;U;GT3;T;4;4;services;services;reputation;father;2;2;0;no;no;no;no;yes;yes;yes;yes;4;4;4;2;3;5;4;6;17;1
736;GP;2018;DSI/BD/BD;F;03/12/2004;U;LE3;T;2;2;at_home;other;course;mother;1;2;0;no;yes;no;no;yes;yes;no;no;4;3;4;1;2;2;6;7;19;8
737;GP;2018;DSI/BD/BD;F;20/11/2005;U;GT3;T;4;2;other;other;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;3;1;4;15;6;11
738;GP;2018;DSI/BD/BD;M;08/07/2004;U;GT3;T;2;2;services;other;reputation;father;2;2;0;no;no;no;yes;no;yes;yes;no;4;4;2;1;1;3;6;2;2;1
739;GP;2018;DSI/BD/BD;M;04/02/2004;U;LE3;A;4;4;teacher;health;reputation;mother;1;2;0;no;yes;no;no;yes;yes;no;no;4;1;3;3;5;5;6;18;12;18
740;GP;2018;DSI/BD/BD;F;16/04/2004;U;GT3;T;3;3;other;other;home;mother;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;3;3;1;3;4;2;1;4;11
741;GP;2018;DSI/BD/BD;F;25/01/2005;U;GT3;T;4;3;services;other;reputation;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;4;5;5;1;3;1;6;1;7;13
742;GP;2018;DSI/BD/BD;F;16/05/2004;U;LE3;T;3;1;other;other;home;father;1;2;0;yes;yes;no;no;yes;yes;no;no;3;3;3;2;3;2;0;16;6;13
743;GP;2018;DSI/BD/BD;F;01/10/2004;U;GT3;T;4;2;teacher;services;home;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;1;2;7;8;5
744;GP;2018;DSI/BD/BD;M;26/06/2005;U;LE3;T;2;2;services;health;reputation;mother;1;4;0;no;yes;no;yes;yes;yes;yes;no;4;3;4;1;1;4;2;3;15;19
745;GP;2018;DSI/BD/BD;F;02/07/2005;R;GT3;T;1;1;at_home;other;home;mother;2;4;0;yes;yes;yes;yes;yes;yes;yes;no;3;1;2;1;1;1;4;15;4;11
746;GP;2018;DSI/BD/BD;M;10/10/2004;R;GT3;T;4;3;services;other;reputation;mother;2;1;0;yes;yes;yes;yes;no;yes;yes;no;3;3;3;1;1;4;6;18;18;9
747;GP;2018;DSI/BD/BD;F;23/01/2004;U;GT3;T;2;1;other;other;course;mother;1;2;0;no;yes;no;no;yes;yes;no;yes;4;3;5;1;1;5;0;13;11;2
748;GP;2018;DSI/BD/BD;F;25/05/2004;U;GT3;T;4;4;other;other;reputation;mother;1;1;0;no;no;no;yes;no;yes;yes;no;5;3;4;1;2;1;4;5;17;14
749;GP;2018;DSI/BD/BD;F;02/11/2004;U;GT3;T;4;3;other;at_home;course;mother;1;3;0;yes;yes;no;no;yes;yes;yes;no;5;3;5;1;1;3;2;1;10;19
750;GP;2018;DSI/BD/BD;M;05/10/2004;U;GT3;T;4;4;services;services;other;mother;1;1;0;yes;yes;no;yes;yes;yes;yes;no;4;5;5;5;5;4;12;2;11;4
751;GP;2018;DSI/BD/BD;M;17/03/2004;U;GT3;T;4;4;services;teacher;other;father;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;4;3;1;1;4;0;3;8;5
752;GP;2018;DSI/BD/BD;M;04/05/2005;U;GT3;T;4;4;services;other;course;mother;1;1;0;no;yes;yes;yes;no;yes;yes;no;5;3;3;1;1;5;2;19;10;3
753;GP;2018;DSI/BD/BD;F;26/09/2005;U;GT3;T;3;2;services;other;home;mother;2;2;0;yes;yes;no;no;yes;yes;yes;no;4;3;5;1;1;2;16;7;7;18
754;GP;2018;DSI/BD/BD;M;11/01/2005;U;GT3;A;3;4;services;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;1;1;0;10;7;3
755;GP;2018;DSI/BD/BD;F;04/03/2005;U;GT3;A;3;3;other;health;reputation;father;1;4;0;yes;no;no;no;yes;yes;no;no;4;3;3;1;1;4;10;8;11;5
756;GP;2018;DSI/BD/BD;F;10/03/2005;U;GT3;T;2;2;other;other;course;mother;1;4;0;yes;yes;no;no;yes;yes;yes;no;5;1;2;1;1;3;4;15;8;16
757;GP;2018;DSI/BD/BD;M;08/07/2004;U;GT3;T;3;3;services;other;home;father;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;5;4;15;18;15
758;GP;2018;DSI/BD/BD;M;21/05/2005;R;GT3;T;4;4;other;other;home;father;4;4;0;no;yes;no;yes;yes;yes;yes;yes;1;3;5;3;5;1;8;18;14;20
759;GP;2018;DSI/BD/BD;F;20/10/2004;U;LE3;T;4;4;health;health;other;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;5;4;5;1;1;4;2;1;14;10
760;GP;2018;DSI/BD/BD;M;23/11/2005;U;LE3;A;4;4;teacher;teacher;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;5;5;3;1;1;4;4;10;4;10
761;GP;2018;DSI/BD/BD;F;18/03/2004;R;GT3;T;3;3;services;other;reputation;father;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;1;2;1;1;2;4;19;6;7
762;GP;2018;DSI/BD/BD;F;02/06/2004;U;GT3;T;2;2;at_home;other;home;mother;1;2;1;yes;no;no;yes;yes;yes;yes;no;3;1;2;1;1;5;12;18;19;15
763;GP;2018;DSI/BD/BD;M;05/01/2005;U;LE3;T;4;2;teacher;other;course;mother;1;1;0;no;no;no;no;yes;yes;yes;no;3;5;2;1;1;3;10;1;15;10
764;GP;2018;DSI/BD/BD;M;16/11/2005;R;GT3;T;2;1;health;services;reputation;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;4;2;1;1;5;4;18;17;5
765;GP;2018;DSI/BD/BD;M;25/05/2004;U;GT3;T;4;4;teacher;teacher;course;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;2;5;6;19;6;12
766;GP;2018;DSI/BD/BD;M;21/08/2005;U;GT3;T;4;4;other;teacher;reputation;father;2;2;0;no;yes;no;yes;yes;yes;no;no;4;4;3;1;1;2;4;17;1;17
767;GP;2018;DSI/BD/BD;M;27/05/2004;U;GT3;T;3;3;other;services;home;father;2;1;0;no;no;no;yes;yes;yes;yes;no;5;4;2;1;1;5;6;14;6;13
768;GP;2018;DSI/BD/BD;M;21/04/2003;R;GT3;T;1;3;other;other;course;father;3;2;1;no;yes;no;yes;yes;yes;yes;no;5;2;4;1;4;5;14;20;15;17
769;GP;2018;DSI/BD/BD;M;17/02/2005;U;GT3;T;3;4;other;other;reputation;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;4;3;1;2;4;2;4;10;15
770;GP;2018;DSI/BD/BD;F;08/09/2005;U;GT3;T;1;2;at_home;services;course;mother;1;2;0;no;no;no;no;no;yes;yes;no;3;2;3;1;2;1;0;5;3;3
771;GP;2018;DSI/BD/BD;M;29/07/2005;U;GT3;T;2;2;services;services;home;father;1;4;0;no;yes;no;yes;yes;yes;yes;no;5;5;4;1;2;5;6;10;3;19
772;GP;2018;DSI/BD/BD;F;19/02/2004;U;LE3;T;2;4;other;health;course;father;2;2;0;no;yes;no;yes;yes;yes;yes;yes;4;2;2;1;2;5;2;15;17;17
773;GP;2018;DSI/BD/BD;M;21/11/2004;U;GT3;T;4;4;health;other;course;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;3;4;4;1;4;5;4;19;2;17
774;GP;2018;DSI/BD/BD;F;23/12/2004;U;GT3;T;2;2;other;other;home;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;5;4;4;1;1;5;0;8;16;14
775;GP;2018;DSI/BD/BD;M;20/01/2005;U;GT3;T;3;4;services;services;home;father;1;1;0;yes;no;no;no;yes;yes;yes;no;5;5;5;3;2;5;2;4;18;9
776;GP;2018;DSI/BD/BD;F;06/05/2005;U;LE3;A;3;4;other;other;home;mother;1;2;0;yes;no;no;yes;yes;yes;yes;yes;5;3;2;1;1;1;0;11;2;7
777;GP;2018;DSI/BD/BD;F;18/06/2001;U;GT3;T;0;1;at_home;other;course;other;1;2;2;no;yes;no;no;no;no;no;no;3;4;2;1;1;5;0;2;4;6
778;GP;2018;DSI/BD/BD;M;14/05/2004;R;GT3;T;4;4;teacher;teacher;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;3;5;5;2;5;4;8;13;18;6
779;GP;2018;DSI/BD/BD;M;03/09/2004;U;GT3;T;2;3;other;other;course;mother;2;3;0;no;yes;no;no;no;yes;yes;yes;3;2;3;2;2;1;4;11;6;12
780;GP;2018;DSI/BD/BD;F;24/06/2005;R;GT3;T;3;4;services;teacher;course;father;2;3;0;no;yes;no;no;yes;yes;yes;yes;4;2;2;2;2;5;0;17;6;20
781;GP;2018;DSI/BD/BD;F;14/09/2002;U;GT3;T;2;1;services;other;reputation;mother;1;2;3;no;yes;no;yes;yes;no;yes;yes;5;4;5;1;3;5;10;5;11;6
782;GP;2018;DSI/BD/BD;F;24/10/2003;U;LE3;A;2;1;other;other;course;mother;3;1;0;no;yes;no;no;yes;yes;yes;no;3;2;2;1;2;5;8;12;12;18
783;GP;2018;DSI/BD/BD;F;16/08/2005;U;GT3;T;1;1;at_home;other;course;mother;3;1;0;no;yes;no;yes;no;yes;yes;yes;4;3;3;1;2;4;6;13;6;11
784;GP;2018;DSI/BD/BD;F;02/05/2003;U;LE3;T;2;2;other;other;course;father;1;1;0;no;yes;no;no;yes;yes;yes;yes;3;4;4;1;3;5;2;4;17;13
785;GP;2018;DSI/BD/BD;F;25/08/2004;U;GT3;A;3;4;services;other;course;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;2;1;1;4;5;12;4;8;16
786;GP;2018;DSI/BD/BD;M;08/01/2004;U;GT3;T;2;1;at_home;other;course;mother;4;1;0;no;no;no;no;yes;yes;no;no;3;2;1;1;1;2;4;14;16;13
787;GP;2018;DSI/BD/BD;F;27/11/2004;U;GT3;A;2;2;other;other;home;mother;1;1;1;no;no;no;no;yes;yes;no;no;5;3;4;1;1;5;12;19;16;16
788;GP;2018;DSI/BD/BD;M;09/06/2005;R;GT3;T;3;4;at_home;teacher;course;mother;4;2;0;no;yes;no;no;yes;yes;no;yes;5;3;3;1;1;5;2;14;8;15
789;GP;2018;DSI/BD/BD;F;17/06/2005;U;GT3;T;4;4;services;at_home;course;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;3;3;1;1;5;4;11;9;13
790;GP;2018;DSI/BD/BD;M;05/07/2003;R;GT3;T;3;4;at_home;other;course;mother;3;2;0;no;no;no;no;yes;yes;no;no;5;4;5;2;4;5;2;20;18;14
791;GP;2018;DSI/BD/BD;F;29/06/2004;R;GT3;T;1;1;at_home;other;course;mother;4;2;0;no;yes;no;no;yes;yes;no;no;5;1;3;1;1;3;0;15;17;4
792;GP;2018;DSI/BD/BD;M;19/09/2002;U;LE3;T;3;1;services;services;course;mother;2;1;0;no;no;no;yes;yes;yes;yes;yes;3;3;4;4;5;4;2;11;12;5
