Student Number;school;year;Class;sex;Birth Date;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;P1;P2;P3
14;GP;2017;DMAT/MAT/MAT1;M;25/06/2005;U;GT3;T;4;3;teacher;other;course;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;5;4;3;1;2;3;0;15;3;5
15;GP;2017;DMAT/MAT/MAT1;M;15/02/2005;U;GT3;A;2;2;other;other;home;other;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;5;2;1;1;3;0;13;10;17
16;GP;2017;DMAT/MAT/MAT1;F;22/06/2004;U;GT3;T;4;4;health;other;home;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;4;4;4;1;2;2;6;5;2;15
17;GP;2017;DMAT/MAT/MAT1;F;03/03/2004;U;GT3;T;4;4;services;services;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;3;2;3;1;2;2;10;20;5;18
18;GP;2017;DMAT/MAT/MAT1;F;20/02/2004;U;GT3;T;3;3;other;other;reputation;mother;3;2;0;yes;yes;no;yes;yes;yes;no;no;5;3;2;1;1;4;2;13;9;15
19;GP;2017;DMAT/MAT/MAT1;M;01/03/2003;U;GT3;T;3;2;services;services;course;mother;1;1;3;no;yes;yes;yes;yes;yes;yes;no;5;5;5;2;4;5;2;13;16;8
20;GP;2017;DMAT/MAT/MAT1;M;07/02/2004;U;LE3;T;4;3;health;other;home;father;1;1;0;no;no;no;yes;yes;yes;yes;no;3;1;3;1;3;5;6;4;14;8
21;GP;2017;DMAT/MAT/MAT1;M;25/04/2005;U;GT3;T;4;3;teacher;other;reputation;mother;1;2;0;no;no;no;no;yes;yes;yes;no;4;4;1;1;1;1;0;7;7;8
22;GP;2017;DMAT/MAT/MAT1;M;16/09/2005;U;GT3;T;4;4;health;health;other;father;1;1;0;no;yes;yes;no;yes;yes;yes;no;5;4;2;1;1;5;0;4;6;20
23;GP;2017;DMAT/MAT/MAT1;M;15/07/2004;U;LE3;T;4;2;teacher;other;course;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;4;5;1;1;3;5;0;11;4;3
24;GP;2017;DMAT/MAT/MAT1;M;05/01/2004;U;LE3;T;2;2;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;2;4;5;2;4;15;20
25;GP;2017;DMAT/MAT/MAT1;F;08/09/2005;R;GT3;T;2;4;services;health;course;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;5;2;11;1;18
26;GP;2017;DMAT/MAT/MAT1;F;09/11/2004;U;GT3;T;2;2;services;services;home;mother;1;1;0;no;yes;no;no;no;yes;yes;no;1;2;2;1;3;5;6;19;4;8
27;GP;2017;DMAT/MAT/MAT1;M;24/03/2005;U;GT3;T;2;2;other;other;home;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;4;2;2;1;2;5;8;8;3;6
28;GP;2017;DMAT/MAT/MAT1;M;17/11/2005;U;GT3;T;4;2;health;services;other;mother;1;1;0;no;no;no;no;yes;yes;yes;no;2;2;4;2;4;1;0;15;14;6
29;GP;2017;DMAT/MAT/MAT1;M;03/05/2004;U;LE3;A;3;4;services;other;home;mother;1;2;0;yes;yes;yes;yes;yes;yes;yes;no;5;3;3;1;1;5;2;14;1;7
30;GP;2017;DMAT/MAT/MAT1;M;20/04/2004;U;GT3;T;4;4;teacher;teacher;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;4;4;5;5;5;5;4;10;11;13
31;GP;2017;DMAT/MAT/MAT1;M;26/10/2005;U;GT3;T;4;4;health;services;home;mother;1;2;0;no;yes;yes;no;no;yes;yes;no;5;4;2;3;4;5;0;1;12;17
32;GP;2017;DMAT/MAT/MAT1;M;04/01/2005;U;GT3;T;4;4;services;services;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;1;1;1;5;2;5;17;17
33;GP;2017;DMAT/MAT/MAT1;M;29/09/2005;R;GT3;T;4;3;teacher;at_home;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;4;5;2;1;1;5;0;17;3;1
34;GP;2017;DMAT/MAT/MAT1;M;05/12/2005;U;LE3;T;3;3;other;other;course;mother;1;2;0;no;no;no;yes;no;yes;yes;no;5;3;2;1;1;2;0;18;3;10
35;GP;2017;DMAT/MAT/MAT1;M;23/09/2004;U;GT3;T;3;2;other;other;home;mother;1;1;0;no;yes;no;no;no;yes;yes;no;5;4;3;1;1;5;4;20;8;9
36;GP;2017;DMAT/MAT/MAT1;F;20/12/2005;U;GT3;T;2;3;other;other;other;father;2;1;0;no;yes;no;yes;yes;yes;no;no;3;5;1;1;1;5;4;2;10;11
37;GP;2017;DMAT/MAT/MAT1;M;09/01/2005;U;LE3;T;4;3;teacher;services;home;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;4;3;1;1;4;0;18;7;16
38;GP;2017;DMAT/MAT/MAT1;M;08/07/2004;R;GT3;A;4;4;other;teacher;reputation;mother;2;3;0;no;yes;no;yes;yes;yes;yes;yes;2;4;3;1;1;5;4;20;20;1
39;GP;2017;DMAT/MAT/MAT1;F;30/12/2005;R;GT3;T;3;4;services;health;course;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;5;2;5;18;3
40;GP;2017;DMAT/MAT/MAT1;F;03/02/2005;R;GT3;T;2;2;at_home;other;reputation;mother;1;1;0;yes;yes;no;yes;yes;yes;no;no;4;3;1;1;1;2;8;5;4;2
41;GP;2017;DMAT/MAT/MAT1;F;22/04/2004;U;LE3;T;2;2;other;other;home;mother;2;2;0;no;yes;no;yes;no;yes;yes;yes;3;3;3;1;2;3;16;15;12;14
42;GP;2017;DMAT/MAT/MAT1;M;13/05/2005;U;LE3;T;4;4;teacher;other;home;other;1;1;0;no;yes;no;no;no;yes;yes;yes;5;4;3;2;4;5;8;19;7;1
43;GP;2017;DMAT/MAT/MAT1;M;19/03/2005;U;GT3;T;4;4;services;teacher;course;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;5;0;8;11;11
44;GP;2017;DMAT/MAT/MAT1;M;14/02/2005;U;GT3;T;2;2;services;services;course;father;1;1;0;yes;yes;no;no;yes;yes;yes;no;5;4;1;1;1;1;0;15;7;16
45;GP;2017;DMAT/MAT/MAT1;F;24/10/2004;U;LE3;T;2;2;other;at_home;course;father;2;2;1;yes;no;no;yes;yes;yes;yes;no;4;3;3;2;2;5;14;17;16;10
46;GP;2017;DMAT/MAT/MAT1;F;08/09/2005;U;LE3;A;4;3;other;other;course;mother;1;2;0;yes;yes;yes;yes;yes;yes;yes;yes;5;2;2;1;1;5;4;4;12;19
47;GP;2017;DMAT/MAT/MAT1;F;05/05/2004;U;LE3;A;3;3;other;services;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;2;3;5;1;4;3;6;7;18;10
48;GP;2017;DMAT/MAT/MAT1;M;10/04/2004;U;GT3;T;4;3;health;services;reputation;mother;1;4;0;no;no;no;yes;yes;yes;yes;no;4;2;2;1;1;2;2;13;1;2
49;GP;2017;DMAT/MAT/MAT1;M;05/09/2005;U;GT3;T;4;2;teacher;other;home;mother;1;2;0;no;yes;no;no;yes;yes;no;no;4;3;3;2;2;5;4;18;9;10
50;GP;2017;DMAT/MAT/MAT1;F;20/01/2005;U;GT3;T;4;4;services;teacher;other;father;1;2;0;yes;yes;no;yes;no;yes;yes;no;4;4;4;1;1;3;2;11;14;17
51;GP;2017;DMAT/MAT/MAT1;F;20/10/2004;U;LE3;T;2;2;services;services;course;mother;3;2;0;no;yes;no;no;yes;yes;yes;no;4;3;3;2;3;4;0;9;8;9
52;GP;2017;DMAT/MAT/MAT1;F;12/10/2005;U;LE3;T;4;2;health;other;other;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;1;5;0;12;5;17
53;GP;2017;DMAT/MAT/MAT1;M;24/01/2005;U;LE3;A;4;2;health;health;other;father;2;1;0;no;no;no;no;yes;yes;no;no;5;5;5;3;4;5;4;4;9;11
54;GP;2017;DMAT/MAT/MAT1;F;07/04/2005;U;GT3;T;4;4;services;services;course;mother;1;1;0;yes;yes;no;no;yes;yes;yes;no;3;3;4;2;3;5;0;2;13;14
55;GP;2017;DMAT/MAT/MAT1;F;08/01/2005;U;LE3;A;3;3;other;other;other;mother;1;1;0;no;no;no;no;yes;yes;yes;no;5;3;4;4;4;1;0;13;2;13
56;GP;2017;DMAT/MAT/MAT1;F;10/04/2004;U;GT3;A;2;1;other;other;other;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;3;4;1;1;2;2;12;14;3
57;GP;2017;DMAT/MAT/MAT1;F;17/08/2005;U;GT3;A;4;3;services;services;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;1;0;13;19;19
58;GP;2017;DMAT/MAT/MAT1;M;29/07/2005;U;GT3;T;4;4;teacher;health;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;no;no;3;2;2;1;1;5;8;12;9;12
59;GP;2017;DMAT/MAT/MAT1;M;28/02/2005;U;LE3;T;1;2;other;at_home;home;father;1;2;0;yes;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;5;0;4;20;7
60;GP;2017;DMAT/MAT/MAT1;F;17/03/2004;U;GT3;T;4;2;services;other;course;mother;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;2;3;1;1;5;2;6;17;19
61;GP;2017;DMAT/MAT/MAT1;F;27/08/2004;R;GT3;T;4;4;health;teacher;other;mother;1;2;0;no;yes;no;yes;yes;yes;no;no;2;4;4;2;3;4;0;20;11;17
62;GP;2017;DMAT/MAT/MAT1;F;17/11/2004;U;GT3;T;1;1;services;services;course;father;4;1;0;yes;yes;no;yes;no;yes;yes;yes;5;5;5;5;5;5;0;11;14;4
63;GP;2017;DMAT/MAT/MAT1;F;22/09/2004;U;LE3;T;1;2;other;services;reputation;father;1;2;0;yes;no;no;yes;yes;yes;yes;no;4;4;3;1;1;1;0;14;16;9
64;GP;2017;DMAT/MAT/MAT1;F;07/02/2004;U;GT3;T;4;3;teacher;health;home;mother;1;3;0;yes;yes;no;yes;yes;yes;yes;no;3;4;4;2;4;4;0;1;15;6
65;GP;2017;DMAT/MAT/MAT1;F;26/07/2005;U;LE3;T;4;3;services;services;reputation;father;1;2;0;yes;no;no;yes;yes;yes;yes;yes;4;4;4;2;4;2;0;3;11;2
66;GP;2017;DMAT/MAT/MAT1;F;18/03/2004;U;LE3;T;4;3;teacher;services;course;mother;3;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;3;1;2;1;2;18;20;16
67;GP;2017;DMAT/MAT/MAT1;M;17/07/2005;U;GT3;A;4;4;other;services;reputation;mother;1;4;0;no;yes;no;yes;no;yes;yes;yes;1;3;3;5;5;3;0;2;12;3
68;GP;2017;DMAT/MAT/MAT1;F;21/01/2004;U;GT3;T;3;1;services;other;course;mother;1;4;0;yes;yes;no;no;yes;yes;yes;no;4;3;3;1;2;5;0;17;20;10
69;GP;2017;DMAT/MAT/MAT1;F;04/10/2005;R;LE3;T;2;2;health;services;reputation;mother;2;2;0;yes;yes;no;no;yes;yes;yes;no;4;1;3;1;3;4;0;14;16;11
70;GP;2017;DMAT/MAT/MAT1;F;11/09/2005;R;LE3;T;3;1;other;other;reputation;father;2;4;0;no;yes;no;no;no;yes;yes;no;4;4;2;2;3;3;6;5;9;20
71;GP;2017;DMAT/MAT/MAT1;M;07/06/2004;U;GT3;T;3;1;other;other;reputation;father;2;4;0;no;yes;no;no;yes;yes;yes;no;4;3;2;1;1;5;2;14;11;12
72;GP;2017;DMAT/MAT/MAT1;M;12/02/2005;U;GT3;T;4;2;other;other;course;mother;1;4;0;no;no;no;no;yes;yes;yes;no;3;3;3;1;1;3;0;18;12;11
73;GP;2017;DMAT/MAT/MAT1;F;12/01/2005;R;GT3;T;1;1;other;other;reputation;mother;1;2;0;yes;yes;no;no;no;yes;yes;yes;3;3;4;2;4;5;2;3;13;19
74;GP;2017;DMAT/MAT/MAT1;M;28/10/2004;U;GT3;T;3;1;other;other;reputation;mother;1;1;0;no;no;no;yes;yes;yes;no;no;5;3;2;2;2;5;0;11;9;13
75;GP;2017;DMAT/MAT/MAT1;F;29/08/2004;U;GT3;T;3;3;other;services;home;mother;1;2;0;yes;yes;no;yes;yes;yes;yes;no;4;3;3;2;4;5;4;2;10;9
76;GP;2017;DMAT/MAT/MAT1;M;05/08/2005;U;GT3;T;4;3;teacher;other;home;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;2;3;5;0;15;8;10
77;GP;2017;DMAT/MAT/MAT1;M;07/11/2005;U;GT3;T;4;0;teacher;other;course;mother;2;4;0;no;no;no;yes;yes;yes;yes;no;3;4;3;1;1;1;0;18;4;11
78;GP;2017;DMAT/MAT/MAT1;F;31/07/2004;U;GT3;T;2;2;other;other;reputation;mother;1;4;0;no;no;no;no;yes;yes;yes;yes;5;2;3;1;3;3;1;10;4;9
79;GP;2017;DMAT/MAT/MAT1;M;04/09/2003;U;GT3;T;2;1;other;other;home;mother;2;1;3;yes;yes;no;yes;yes;no;yes;no;4;5;1;1;1;3;0;20;5;20
80;GP;2017;DMAT/MAT/MAT1;F;07/03/2004;U;GT3;T;3;4;at_home;other;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;2;4;3;1;2;3;14;4;15;8
81;GP;2017;DMAT/MAT/MAT1;M;10/05/2005;U;GT3;T;2;3;other;services;course;father;1;1;0;yes;yes;no;yes;no;yes;yes;yes;3;2;2;1;3;3;0;2;8;20
82;GP;2017;DMAT/MAT/MAT1;M;27/07/2005;U;GT3;T;2;3;other;other;home;mother;1;3;0;yes;no;no;no;no;yes;yes;no;5;3;2;1;2;5;2;12;1;19
83;GP;2017;DMAT/MAT/MAT1;F;01/09/2005;U;LE3;T;3;2;services;other;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;4;4;1;1;5;4;15;6;20
84;GP;2017;DMAT/MAT/MAT1;M;01/02/2005;U;LE3;T;2;2;services;services;home;mother;2;2;0;no;no;yes;yes;yes;yes;yes;no;5;3;3;1;3;4;2;10;1;5
85;GP;2017;DMAT/MAT/MAT1;F;09/07/2005;U;GT3;T;1;1;other;other;home;father;1;2;0;no;yes;no;yes;no;yes;yes;no;4;3;2;2;3;4;2;8;2;4
86;GP;2017;DMAT/MAT/MAT1;F;16/11/2005;U;GT3;T;4;4;services;services;reputation;father;2;2;0;no;no;no;no;yes;yes;yes;yes;4;4;4;2;3;5;4;16;8;2
87;GP;2017;DMAT/MAT/MAT1;F;03/12/2004;U;LE3;T;2;2;at_home;other;course;mother;1;2;0;no;yes;no;no;yes;yes;no;no;4;3;4;1;2;2;6;10;3;8
88;GP;2017;DMAT/MAT/MAT1;F;20/11/2005;U;GT3;T;4;2;other;other;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;3;1;4;20;11;1
89;GP;2017;DMAT/MAT/MAT1;M;08/07/2004;U;GT3;T;2;2;services;other;reputation;father;2;2;0;no;no;no;yes;no;yes;yes;no;4;4;2;1;1;3;6;12;3;8
90;GP;2017;DMAT/MAT/MAT1;M;04/02/2004;U;LE3;A;4;4;teacher;health;reputation;mother;1;2;0;no;yes;no;no;yes;yes;no;no;4;1;3;3;5;5;6;17;12;13
91;GP;2017;DMAT/MAT/MAT1;F;16/04/2004;U;GT3;T;3;3;other;other;home;mother;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;3;3;1;3;4;2;10;15;18
92;GP;2017;DMAT/MAT/MAT1;F;25/01/2005;U;GT3;T;4;3;services;other;reputation;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;4;5;5;1;3;1;6;5;8;7
93;GP;2017;DMAT/MAT/MAT1;F;16/05/2004;U;LE3;T;3;1;other;other;home;father;1;2;0;yes;yes;no;no;yes;yes;no;no;3;3;3;2;3;2;0;13;17;1
94;GP;2017;DMAT/MAT/MAT1;F;01/10/2004;U;GT3;T;4;2;teacher;services;home;mother;2;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;1;2;8;18;6
95;GP;2017;DMAT/MAT/MAT1;M;26/06/2005;U;LE3;T;2;2;services;health;reputation;mother;1;4;0;no;yes;no;yes;yes;yes;yes;no;4;3;4;1;1;4;2;5;9;6
96;GP;2017;DMAT/MAT/MAT1;F;02/07/2005;R;GT3;T;1;1;at_home;other;home;mother;2;4;0;yes;yes;yes;yes;yes;yes;yes;no;3;1;2;1;1;1;4;19;10;19
97;GP;2017;DMAT/MAT/MAT1;M;10/10/2004;R;GT3;T;4;3;services;other;reputation;mother;2;1;0;yes;yes;yes;yes;no;yes;yes;no;3;3;3;1;1;4;6;15;15;7
98;GP;2017;DMAT/MAT/MAT1;F;23/01/2004;U;GT3;T;2;1;other;other;course;mother;1;2;0;no;yes;no;no;yes;yes;no;yes;4;3;5;1;1;5;0;6;13;13
99;GP;2017;DMAT/MAT/MAT1;F;25/05/2004;U;GT3;T;4;4;other;other;reputation;mother;1;1;0;no;no;no;yes;no;yes;yes;no;5;3;4;1;2;1;4;15;7;6
100;GP;2017;DMAT/MAT/MAT1;F;02/11/2004;U;GT3;T;4;3;other;at_home;course;mother;1;3;0;yes;yes;no;no;yes;yes;yes;no;5;3;5;1;1;3;2;11;6;20
101;GP;2017;DMAT/MAT/MAT1;M;05/10/2004;U;GT3;T;4;4;services;services;other;mother;1;1;0;yes;yes;no;yes;yes;yes;yes;no;4;5;5;5;5;4;12;10;6;3
102;GP;2017;DMAT/MAT/MAT1;M;17/03/2004;U;GT3;T;4;4;services;teacher;other;father;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;4;3;1;1;4;0;8;9;13
103;GP;2017;DMAT/MAT/MAT1;M;04/05/2005;U;GT3;T;4;4;services;other;course;mother;1;1;0;no;yes;yes;yes;no;yes;yes;no;5;3;3;1;1;5;2;19;1;14
104;GP;2017;DMAT/MAT/MAT1;F;26/09/2005;U;GT3;T;3;2;services;other;home;mother;2;2;0;yes;yes;no;no;yes;yes;yes;no;4;3;5;1;1;2;16;19;2;16
105;GP;2017;DMAT/MAT/MAT1;M;11/01/2005;U;GT3;A;3;4;services;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;1;1;0;14;14;10
106;GP;2017;DMAT/MAT/MAT1;F;04/03/2005;U;GT3;A;3;3;other;health;reputation;father;1;4;0;yes;no;no;no;yes;yes;no;no;4;3;3;1;1;4;10;14;3;11
107;GP;2017;DMAT/MAT/MAT1;F;10/03/2005;U;GT3;T;2;2;other;other;course;mother;1;4;0;yes;yes;no;no;yes;yes;yes;no;5;1;2;1;1;3;4;8;10;2
108;GP;2017;DMAT/MAT/MAT1;M;08/07/2004;U;GT3;T;3;3;services;other;home;father;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;5;4;3;9;20
109;GP;2017;DMAT/MAT/MAT1;M;21/05/2005;R;GT3;T;4;4;other;other;home;father;4;4;0;no;yes;no;yes;yes;yes;yes;yes;1;3;5;3;5;1;8;10;3;11
110;GP;2017;DMAT/MAT/MAT1;F;20/10/2004;U;LE3;T;4;4;health;health;other;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;5;4;5;1;1;4;2;7;1;8
111;GP;2017;DMAT/MAT/MAT1;M;23/11/2005;U;LE3;A;4;4;teacher;teacher;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;5;5;3;1;1;4;4;8;13;6
112;GP;2017;DMAT/MAT/MAT1;F;18/03/2004;R;GT3;T;3;3;services;other;reputation;father;1;3;0;yes;yes;no;yes;yes;yes;yes;no;4;1;2;1;1;2;4;20;18;6
113;GP;2017;DMAT/MAT/MAT1;F;02/06/2004;U;GT3;T;2;2;at_home;other;home;mother;1;2;1;yes;no;no;yes;yes;yes;yes;no;3;1;2;1;1;5;12;3;13;16
114;GP;2017;DMAT/MAT/MAT1;M;05/01/2005;U;LE3;T;4;2;teacher;other;course;mother;1;1;0;no;no;no;no;yes;yes;yes;no;3;5;2;1;1;3;10;18;4;7
115;GP;2017;DMAT/MAT/MAT1;M;16/11/2005;R;GT3;T;2;1;health;services;reputation;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;4;2;1;1;5;4;8;14;20
116;GP;2017;DMAT/MAT/MAT1;M;25/05/2004;U;GT3;T;4;4;teacher;teacher;course;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;1;2;5;6;2;20;16
117;GP;2017;DMAT/MAT/MAT1;M;21/08/2005;U;GT3;T;4;4;other;teacher;reputation;father;2;2;0;no;yes;no;yes;yes;yes;no;no;4;4;3;1;1;2;4;14;8;7
118;GP;2017;DMAT/MAT/MAT1;M;27/05/2004;U;GT3;T;3;3;other;services;home;father;2;1;0;no;no;no;yes;yes;yes;yes;no;5;4;2;1;1;5;6;19;13;17
119;GP;2017;DMAT/MAT/MAT1;M;21/04/2003;R;GT3;T;1;3;other;other;course;father;3;2;1;no;yes;no;yes;yes;yes;yes;no;5;2;4;1;4;5;14;17;2;20
120;GP;2017;DMAT/MAT/MAT1;M;17/02/2005;U;GT3;T;3;4;other;other;reputation;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;4;3;1;2;4;2;1;9;4
121;GP;2017;DMAT/MAT/MAT1;F;08/09/2005;U;GT3;T;1;2;at_home;services;course;mother;1;2;0;no;no;no;no;no;yes;yes;no;3;2;3;1;2;1;0;15;8;12
122;GP;2017;DMAT/MAT/MAT1;M;29/07/2005;U;GT3;T;2;2;services;services;home;father;1;4;0;no;yes;no;yes;yes;yes;yes;no;5;5;4;1;2;5;6;15;19;8
123;GP;2017;DMAT/MAT/MAT1;F;19/02/2004;U;LE3;T;2;4;other;health;course;father;2;2;0;no;yes;no;yes;yes;yes;yes;yes;4;2;2;1;2;5;2;10;18;4
124;GP;2017;DMAT/MAT/MAT1;M;21/11/2004;U;GT3;T;4;4;health;other;course;mother;1;1;0;no;yes;no;yes;yes;yes;yes;no;3;4;4;1;4;5;4;4;3;19
125;GP;2017;DMAT/MAT/MAT1;F;23/12/2004;U;GT3;T;2;2;other;other;home;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;5;4;4;1;1;5;0;2;20;14
126;GP;2017;DMAT/MAT/MAT1;M;20/01/2005;U;GT3;T;3;4;services;services;home;father;1;1;0;yes;no;no;no;yes;yes;yes;no;5;5;5;3;2;5;2;17;11;18
127;GP;2017;DMAT/MAT/MAT1;F;06/05/2005;U;LE3;A;3;4;other;other;home;mother;1;2;0;yes;no;no;yes;yes;yes;yes;yes;5;3;2;1;1;1;0;3;3;4
128;GP;2017;DMAT/MAT/MAT1;F;18/06/2001;U;GT3;T;0;1;at_home;other;course;other;1;2;2;no;yes;no;no;no;no;no;no;3;4;2;1;1;5;0;19;1;5
129;GP;2017;DMAT/MAT/MAT1;M;14/05/2004;R;GT3;T;4;4;teacher;teacher;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;3;5;5;2;5;4;8;5;8;12
130;GP;2017;DMAT/MAT/MAT1;M;03/09/2004;U;GT3;T;2;3;other;other;course;mother;2;3;0;no;yes;no;no;no;yes;yes;yes;3;2;3;2;2;1;4;17;1;13
131;GP;2017;DMAT/MAT/MAT1;F;24/06/2005;R;GT3;T;3;4;services;teacher;course;father;2;3;0;no;yes;no;no;yes;yes;yes;yes;4;2;2;2;2;5;0;13;16;3
132;GP;2017;DMAT/MAT/MAT1;F;14/09/2002;U;GT3;T;2;1;services;other;reputation;mother;1;2;3;no;yes;no;yes;yes;no;yes;yes;5;4;5;1;3;5;10;19;8;2
133;GP;2017;DMAT/MAT/MAT1;F;24/10/2003;U;LE3;A;2;1;other;other;course;mother;3;1;0;no;yes;no;no;yes;yes;yes;no;3;2;2;1;2;5;8;18;5;19
134;GP;2017;DMAT/MAT/MAT1;F;16/08/2005;U;GT3;T;1;1;at_home;other;course;mother;3;1;0;no;yes;no;yes;no;yes;yes;yes;4;3;3;1;2;4;6;14;5;14
135;GP;2017;DMAT/MAT/MAT1;F;02/05/2003;U;LE3;T;2;2;other;other;course;father;1;1;0;no;yes;no;no;yes;yes;yes;yes;3;4;4;1;3;5;2;19;17;11
136;GP;2017;DMAT/MAT/MAT1;F;25/08/2004;U;GT3;A;3;4;services;other;course;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;2;1;1;4;5;12;12;16;3
137;GP;2017;DMAT/MAT/MAT1;M;08/01/2004;U;GT3;T;2;1;at_home;other;course;mother;4;1;0;no;no;no;no;yes;yes;no;no;3;2;1;1;1;2;4;2;3;18
138;GP;2017;DMAT/MAT/MAT1;F;27/11/2004;U;GT3;A;2;2;other;other;home;mother;1;1;1;no;no;no;no;yes;yes;no;no;5;3;4;1;1;5;12;11;11;8
